,observation_hour,speed,rpm,acceleration,throttle_position,engine_temperature,system_voltage,distance_travelled,engine_load_value,latitude,longitude,altitude,id_vehicle,heart_rate,body_temperature,id_driver,current_weather,has_precipitation,is_day_time,temperature,wind_speed,wind_direction,relative_humidity,visibility,uv_index,cloud_cover,ceiling,pressure,precipitation,accidents_onsite,design_speed,accidents_time
32,18,0,656,0.0,12.9,95,13.2,0.0,25.1,-0.297929,-78.460488,2489.0,2,85,29.0,5,7,0,0,14.1,17.4,0.0,86.0,4.0,0.0,86.0,3139.0,1019.6,8.8,9.0,70.0,0.0
33,18,0,674,0.0,12.9,95,13.2,0.0,24.3,-0.297933,-78.46049,2489.0,2,85,29.0,5,7,0,0,14.1,17.4,0.0,86.0,4.0,0.0,86.0,3139.0,1019.6,8.8,9.0,70.0,0.0
34,18,0,664,0.0,12.9,96,13.3,0.0,24.3,-0.297933,-78.46049,2486.0,2,85,29.0,5,7,0,0,14.1,17.4,0.0,86.0,4.0,0.0,86.0,3139.0,1019.6,8.8,9.0,70.0,0.0
35,18,0,663,0.0,12.9,96,13.4,0.0,24.3,-0.297933,-78.46049,2489.0,2,85,29.0,5,7,0,0,14.1,17.4,0.0,86.0,4.0,0.0,86.0,3139.0,1019.6,8.8,9.0,70.0,0.0
36,18,0,672,0.0,12.9,96,13.5,0.0,24.3,-0.297933,-78.46049,2489.0,2,85,29.0,5,7,0,0,14.1,17.4,0.0,86.0,4.0,0.0,86.0,3139.0,1019.6,8.8,9.0,70.0,0.0
37,18,0,663,0.0,12.9,96,13.1,0.0,24.7,-0.297933,-78.46049,2489.0,2,85,29.0,5,7,0,0,14.1,17.4,0.0,86.0,4.0,0.0,86.0,3139.0,1019.6,8.8,9.0,70.0,0.0
38,18,0,665,0.0,12.9,96,13.1,0.0,24.7,-0.297933,-78.46049,2489.0,2,85,29.0,5,7,0,0,14.1,17.4,0.0,86.0,4.0,0.0,86.0,3139.0,1019.6,8.8,9.0,70.0,0.0
39,18,0,665,0.0,12.9,96,13.5,0.0,23.5,-0.297933,-78.46049,2489.0,2,85,29.0,5,7,0,0,14.1,17.4,0.0,86.0,4.0,0.0,86.0,3139.0,1019.6,8.8,9.0,70.0,0.0
40,18,0,667,0.0,12.9,96,13.2,0.0,23.9,-0.297933,-78.46049,2489.0,2,85,29.0,5,7,0,0,14.1,17.4,0.0,86.0,4.0,0.0,86.0,3139.0,1019.6,8.8,9.0,70.0,0.0
41,18,0,666,0.0,12.9,96,13.3,0.0,24.3,-0.297933,-78.46049,2489.0,2,85,29.0,5,7,0,0,14.1,17.4,0.0,86.0,4.0,0.0,86.0,3139.0,1019.6,8.8,9.0,70.0,0.0
42,18,0,669,0.0,12.9,96,13.3,0.0,24.3,-0.297982,-78.460612,2489.0,2,85,29.0,5,7,0,0,14.1,17.4,0.0,86.0,4.0,0.0,86.0,3139.0,1019.6,8.8,9.0,70.0,0.0
43,18,0,671,0.0,12.9,96,13.3,0.0,24.3,-0.297933,-78.46049,2489.0,2,85,29.0,5,7,0,0,14.1,17.4,0.0,86.0,4.0,0.0,86.0,3139.0,1019.6,8.8,9.0,70.0,0.0
44,18,0,661,0.0,12.9,96,13.1,0.0,24.3,-0.297933,-78.46049,2489.0,2,85,29.0,5,7,0,0,14.1,17.4,0.0,86.0,4.0,0.0,86.0,3139.0,1019.6,8.8,9.0,70.0,0.0
45,18,0,666,0.0,12.9,97,13.0,0.0,24.7,-0.297933,-78.46049,2489.0,2,85,29.0,5,7,0,0,14.1,17.4,0.0,86.0,4.0,0.0,86.0,3139.0,1019.6,8.8,9.0,70.0,0.0
46,18,0,653,0.0,12.9,97,12.6,0.0,25.9,-0.297933,-78.46049,2489.0,2,85,29.0,5,7,0,0,14.1,17.4,0.0,86.0,4.0,0.0,86.0,3139.0,1019.6,8.8,9.0,70.0,0.0
47,18,0,653,0.0,12.9,97,12.5,0.0,26.7,-0.297933,-78.46049,2489.0,2,85,29.0,5,7,0,0,14.1,17.4,0.0,86.0,4.0,0.0,86.0,3139.0,1019.6,8.8,9.0,70.0,0.0
48,18,0,656,0.0,12.9,97,12.8,0.0,27.1,-0.297933,-78.46049,2489.0,2,85,29.0,5,7,0,0,14.1,17.4,0.0,86.0,4.0,0.0,86.0,3139.0,1019.6,8.8,9.0,70.0,0.0
49,18,0,658,0.0,12.5,97,13.0,0.0,25.9,-0.297933,-78.46049,2489.0,2,85,29.0,5,7,0,0,14.1,17.4,0.0,86.0,4.0,0.0,86.0,3139.0,1019.6,8.8,9.0,70.0,0.0
50,18,0,667,0.0,12.9,97,13.0,0.0,24.3,-0.297933,-78.46049,2489.0,2,85,29.0,5,7,0,0,14.1,17.4,0.0,86.0,4.0,0.0,86.0,3139.0,1019.6,8.8,9.0,70.0,0.0
51,18,0,662,0.0,12.9,97,13.0,0.0,24.3,-0.297933,-78.46049,2489.0,2,85,29.0,5,7,0,0,14.1,17.4,0.0,86.0,4.0,0.0,86.0,3139.0,1019.6,8.8,9.0,70.0,0.0
52,18,0,662,0.0,12.9,97,13.2,0.0,24.7,-0.297933,-78.46049,2489.0,2,85,29.0,5,7,0,0,14.1,17.4,0.0,86.0,4.0,0.0,86.0,3139.0,1019.6,8.8,9.0,70.0,0.0
53,18,0,668,0.0,12.9,97,13.2,0.0,24.7,-0.297933,-78.46049,2489.0,2,85,29.0,5,7,0,0,14.1,17.4,0.0,86.0,4.0,0.0,86.0,3139.0,1019.6,8.8,9.0,70.0,0.0
54,18,0,664,0.0,12.9,97,13.1,0.0,24.7,-0.297933,-78.46049,2489.0,2,85,29.0,5,7,0,0,14.1,17.4,0.0,86.0,4.0,0.0,86.0,3139.0,1019.6,8.8,9.0,70.0,0.0
55,18,0,665,0.0,12.9,97,13.0,0.0,26.3,-0.297933,-78.46049,2489.0,2,85,29.0,5,7,0,0,14.1,17.4,0.0,86.0,4.0,0.0,86.0,3139.0,1019.6,8.8,9.0,70.0,0.0
56,18,0,661,0.0,12.9,97,13.1,0.0,25.9,-0.297933,-78.46049,2489.0,2,85,29.0,5,7,0,0,14.1,17.4,0.0,86.0,4.0,0.0,86.0,3139.0,1019.6,8.8,9.0,70.0,0.0
57,18,0,663,0.0,12.9,97,13.0,0.0,25.1,-0.297933,-78.46049,2489.0,2,85,29.0,5,7,0,0,14.1,17.4,0.0,86.0,4.0,0.0,86.0,3139.0,1019.6,8.8,9.0,70.0,0.0
58,18,0,665,0.0,12.9,97,12.8,0.0,25.1,-0.297933,-78.46049,2489.0,2,85,29.0,5,7,0,0,14.1,17.4,0.0,86.0,4.0,0.0,86.0,3139.0,1019.6,8.8,9.0,70.0,0.0
59,18,0,656,0.0,12.9,97,12.8,0.0,24.3,-0.297933,-78.46049,2489.0,2,85,29.0,5,7,0,0,14.1,17.4,0.0,86.0,4.0,0.0,86.0,3139.0,1019.6,8.8,9.0,70.0,0.0
60,18,0,662,0.0,12.9,97,13.0,0.0,24.7,-0.297933,-78.46049,2489.0,2,85,29.0,5,7,0,0,14.1,17.4,0.0,86.0,4.0,0.0,86.0,3139.0,1019.6,8.8,9.0,70.0,0.0
61,18,0,672,0.0,12.5,97,13.2,0.0,25.9,-0.297933,-78.46049,2489.0,2,85,29.0,5,7,0,0,14.1,17.4,0.0,86.0,4.0,0.0,86.0,3139.0,1019.6,8.8,9.0,70.0,0.0
62,18,0,666,0.0,12.5,97,13.2,0.0,25.1,-0.297969,-78.460653,2489.0,2,89,29.0,5,7,0,0,14.1,17.4,0.0,86.0,4.0,0.0,86.0,3139.0,1019.6,8.8,9.0,70.0,0.0
63,18,0,660,0.0,12.5,97,13.4,0.0,25.1,-0.297933,-78.46049,2485.0,2,89,29.0,5,7,0,0,14.1,17.4,0.0,86.0,4.0,0.0,86.0,3139.0,1019.6,8.8,9.0,70.0,0.0
64,18,0,665,0.0,12.5,97,13.3,0.0,25.5,-0.297933,-78.46049,2485.0,2,89,29.0,5,7,0,0,14.1,17.4,0.0,86.0,4.0,0.0,86.0,3139.0,1019.6,8.8,9.0,70.0,0.0
65,18,0,661,0.0,12.5,97,13.2,0.0,24.7,-0.297933,-78.46049,2485.0,2,89,29.0,5,7,0,0,14.1,17.4,0.0,86.0,4.0,0.0,86.0,3139.0,1019.6,8.8,9.0,70.0,0.0
66,18,0,663,0.0,12.5,97,13.0,0.0,24.7,-0.297933,-78.46049,2485.0,2,89,29.0,5,7,0,0,14.1,17.4,0.0,86.0,4.0,0.0,86.0,3139.0,1019.6,8.8,9.0,70.0,0.0
67,18,0,658,0.0,12.9,97,13.1,0.0,24.3,-0.297933,-78.46049,2485.0,2,89,29.0,5,7,0,0,14.1,17.4,0.0,86.0,4.0,0.0,86.0,3139.0,1019.6,8.8,9.0,70.0,0.0
68,18,0,669,0.0,12.9,97,13.4,0.0,24.3,-0.297933,-78.46049,2485.0,2,89,29.0,5,7,0,0,14.1,17.4,0.0,86.0,4.0,0.0,86.0,3139.0,1019.6,8.8,9.0,70.0,0.0
69,18,0,658,0.0,12.9,97,13.1,0.0,23.9,-0.297933,-78.46049,2485.0,2,89,29.0,5,7,0,0,14.1,17.4,0.0,86.0,4.0,0.0,86.0,3139.0,1019.6,8.8,9.0,70.0,0.0
70,18,0,663,0.0,12.9,97,13.0,0.0,24.7,-0.297933,-78.46049,2485.0,2,89,29.0,5,7,0,0,14.1,17.4,0.0,86.0,4.0,0.0,86.0,3139.0,1019.6,8.8,9.0,70.0,0.0
71,18,0,662,0.0,12.9,97,13.4,0.0,24.7,-0.297933,-78.46049,2485.0,2,89,29.0,5,7,0,0,14.1,17.4,0.0,86.0,4.0,0.0,86.0,3139.0,1019.6,8.8,9.0,70.0,0.0
72,18,0,662,0.0,12.9,97,13.3,0.0,24.3,-0.297933,-78.46049,2485.0,2,89,29.0,5,7,0,0,14.1,17.4,0.0,86.0,4.0,0.0,86.0,3139.0,1019.6,8.8,9.0,70.0,0.0
73,18,0,661,0.0,12.9,97,13.0,0.0,24.7,-0.297933,-78.46049,2485.0,2,89,29.0,5,7,0,0,14.1,17.4,0.0,86.0,4.0,0.0,86.0,3139.0,1019.6,8.8,9.0,70.0,0.0
74,18,0,664,0.0,12.9,97,13.3,0.0,24.7,-0.297933,-78.46049,2485.0,2,89,29.0,5,7,0,0,14.1,17.4,0.0,86.0,4.0,0.0,86.0,3139.0,1019.6,8.8,9.0,70.0,0.0
75,18,0,663,0.0,12.9,97,13.3,0.0,24.7,-0.297933,-78.46049,2485.0,2,89,29.0,5,7,0,0,14.1,17.4,0.0,86.0,4.0,0.0,86.0,3139.0,1019.6,8.8,9.0,70.0,0.0
76,18,0,664,0.0,12.9,97,13.2,0.0,24.7,-0.297933,-78.46049,2485.0,2,89,29.0,5,7,0,0,14.1,17.4,0.0,86.0,4.0,0.0,86.0,3139.0,1019.6,8.8,9.0,70.0,0.0
77,18,0,667,0.0,12.9,97,13.1,0.0,24.7,-0.297933,-78.46049,2485.0,2,89,29.0,5,7,0,0,14.1,17.4,0.0,86.0,4.0,0.0,86.0,3139.0,1019.6,8.8,9.0,70.0,0.0
78,18,0,660,0.0,12.9,97,13.2,0.0,24.7,-0.297933,-78.46049,2485.0,2,89,29.0,5,7,0,0,14.1,17.4,0.0,86.0,4.0,0.0,86.0,3139.0,1019.6,8.8,9.0,70.0,0.0
79,18,0,661,0.0,12.9,97,12.7,0.0,24.7,-0.297933,-78.46049,2485.0,2,89,29.0,5,7,0,0,14.1,17.4,0.0,86.0,4.0,0.0,86.0,3139.0,1019.6,8.8,9.0,70.0,0.0
80,18,0,664,0.0,12.9,97,13.3,0.0,24.3,-0.297933,-78.46049,2485.0,2,89,29.0,5,7,0,0,14.1,17.4,0.0,86.0,4.0,0.0,86.0,3139.0,1019.6,8.8,9.0,70.0,0.0
81,18,0,666,0.0,12.9,97,13.0,0.0,24.7,-0.297933,-78.46049,2485.0,2,89,29.0,5,7,0,0,14.1,17.4,0.0,86.0,4.0,0.0,86.0,3139.0,1019.6,8.8,9.0,70.0,0.0
82,18,0,661,0.0,12.9,97,13.1,0.0,25.1,-0.297969,-78.460605,2485.0,2,89,29.0,5,7,0,0,14.1,17.4,0.0,86.0,4.0,0.0,86.0,3139.0,1019.6,8.8,9.0,70.0,0.0
83,18,0,664,0.0,12.9,97,13.2,0.0,24.7,-0.297969,-78.460605,2489.0,2,89,29.0,5,7,0,0,14.1,17.4,0.0,86.0,4.0,0.0,86.0,3139.0,1019.6,8.8,9.0,70.0,0.0
84,18,0,669,0.0,12.9,97,13.1,0.0,24.3,-0.297933,-78.46049,2489.0,2,89,29.0,5,7,0,0,14.1,17.4,0.0,86.0,4.0,0.0,86.0,3139.0,1019.6,8.8,9.0,70.0,0.0
85,18,0,658,0.0,12.9,97,12.8,0.0,25.9,-0.297933,-78.46049,2489.0,2,89,29.0,5,7,0,0,14.1,17.4,0.0,86.0,4.0,0.0,86.0,3139.0,1019.6,8.8,9.0,70.0,0.0
86,18,0,660,0.0,12.9,97,13.1,0.0,26.3,-0.297933,-78.46049,2489.0,2,89,29.0,5,7,0,0,14.1,17.4,0.0,86.0,4.0,0.0,86.0,3139.0,1019.6,8.8,9.0,70.0,0.0
87,18,1,664,0.0,12.5,97,13.0,0.0003,24.3,-0.297933,-78.46049,2489.0,2,89,29.0,5,7,0,0,14.1,17.4,0.0,86.0,4.0,0.0,86.0,3139.0,1019.6,8.8,9.0,70.0,0.0
88,18,2,832,0.31,14.1,97,13.5,0.0004,32.2,-0.297947,-78.460492,2489.0,2,91,29.0,5,7,0,0,14.1,17.4,0.0,86.0,4.0,0.0,86.0,3139.0,1019.6,8.8,9.0,70.0,0.0
89,18,2,840,-0.25,14.1,98,13.4,0.0006,28.2,-0.297951,-78.460492,2488.0,2,91,29.0,5,7,0,0,14.1,17.4,0.0,86.0,4.0,0.0,86.0,3139.0,1019.6,8.8,9.0,70.0,0.0
90,18,2,905,-0.25,14.1,98,13.2,0.0003999999999999,29.8,-0.297956,-78.460494,2488.0,2,91,29.0,5,7,0,0,14.1,17.4,0.0,86.0,4.0,0.0,86.0,3139.0,1019.6,8.8,9.0,70.0,0.0
91,18,1,829,-0.46,12.9,98,13.2,0.0001,24.7,-0.29796,-78.460495,2489.0,2,91,29.0,5,7,0,0,14.1,17.4,0.0,86.0,4.0,0.0,86.0,3139.0,1019.6,8.8,9.0,70.0,0.0
92,18,1,713,-0.48,14.9,98,13.1,0.0001,42.4,-0.297965,-78.460496,2489.0,2,91,29.0,5,7,0,0,14.1,17.4,0.0,86.0,4.0,0.0,86.0,3139.0,1019.6,8.8,9.0,70.0,0.0
93,18,1,845,-0.24,13.3,98,12.9,0.0001,39.6,-0.297968,-78.460498,2485.0,2,91,29.0,5,7,0,0,14.1,17.4,0.0,86.0,4.0,0.0,86.0,3139.0,1019.6,8.8,9.0,70.0,0.0
94,18,2,1001,-0.24,31.0,98,12.8,9.999999999999984e-05,76.5,-0.297969,-78.460498,2488.0,2,91,29.0,5,7,0,0,14.1,17.4,0.0,86.0,4.0,0.0,86.0,3139.0,1019.6,8.8,9.0,70.0,0.0
95,18,8,1156,1.04,17.3,98,12.5,0.0017,59.2,-0.297969,-78.460498,2488.0,2,91,29.0,5,7,0,0,14.1,17.4,0.0,86.0,4.0,0.0,86.0,3139.0,1019.6,8.8,9.0,70.0,0.0
96,18,13,1827,0.96,20.4,98,12.3,0.0029,64.7,-0.297964,-78.460504,2488.0,2,94,29.0,5,7,0,0,14.1,17.4,0.0,86.0,4.0,0.0,86.0,3139.0,1019.6,8.8,9.0,70.0,0.0
97,18,19,2586,1.2,24.3,98,12.2,0.0036,70.2,-0.29795,-78.460515,2488.0,2,94,29.0,5,7,0,0,14.1,17.4,0.0,86.0,4.0,0.0,86.0,3139.0,1019.6,8.8,9.0,70.0,0.0
98,18,21,2959,1.19,20.0,98,12.0,0.0037,38.4,-0.29793,-78.460536,2488.0,2,94,29.0,5,7,0,0,14.1,17.4,0.0,86.0,4.0,0.0,86.0,3139.0,1019.6,8.8,9.0,70.0,0.0
99,18,24,2877,0.6,33.3,98,12.0,0.0058,69.0,-0.297901,-78.460562,2488.0,2,94,29.0,5,7,0,0,14.1,17.4,0.0,86.0,4.0,0.0,86.0,3139.0,1019.6,8.8,9.0,70.0,0.0
100,18,30,2257,0.79,31.4,98,11.9,0.0075,90.2,-0.297856,-78.460595,2487.0,2,96,29.0,5,7,0,0,14.1,17.4,0.0,86.0,4.0,0.0,86.0,3139.0,1019.6,8.8,9.0,70.0,0.0
101,18,34,2644,0.97,31.8,98,12.1,0.0086999999999999,86.7,-0.297811,-78.460631,2485.0,2,96,29.0,5,7,0,0,14.1,17.4,0.0,86.0,4.0,0.0,86.0,3139.0,1019.6,8.8,10.0,70.0,0.0
102,18,38,2964,1.06,46.3,98,12.0,0.0067,89.8,-0.297945,-78.460649,2485.0,2,96,29.0,5,7,0,0,14.1,17.4,0.0,86.0,4.0,0.0,86.0,3139.0,1019.6,8.8,9.0,70.0,0.0
103,18,40,2079,0.38,47.8,98,12.0,0.0109,87.5,-0.297706,-78.460727,2485.0,2,96,29.0,5,7,0,0,14.1,17.4,0.0,86.0,4.0,0.0,86.0,3139.0,1019.6,8.8,9.0,70.0,0.0
104,18,43,2031,0.52,50.6,98,12.0,0.008,90.2,-0.297646,-78.460778,2485.0,2,96,29.0,5,7,0,0,14.1,17.4,0.0,86.0,4.0,0.0,86.0,3139.0,1019.6,8.8,9.0,70.0,0.0
105,18,43,2083,0.0,15.7,98,12.0,0.0127,20.4,-0.297572,-78.460833,2485.0,2,96,29.0,5,7,0,0,14.1,17.4,0.0,86.0,4.0,0.0,86.0,3139.0,1019.6,8.8,9.0,70.0,0.0
106,18,45,2135,0.23,25.9,98,12.0,0.0094999999999999,74.1,-0.297495,-78.460889,2485.0,2,96,29.0,5,7,0,0,14.1,17.4,0.0,86.0,4.0,0.0,86.0,3139.0,1019.6,8.8,9.0,70.0,0.0
107,18,46,2205,0.44,19.2,98,12.0,0.0104999999999999,42.0,-0.29742,-78.460945,2485.0,2,96,29.0,5,7,0,0,14.1,17.4,0.0,86.0,4.0,0.0,86.0,3139.0,1019.6,8.8,10.0,70.0,0.0
108,18,46,2242,0.0,16.5,98,12.0,0.0097,23.1,-0.297348,-78.461005,2485.0,2,96,29.0,5,7,0,0,14.1,17.4,0.0,86.0,4.0,0.0,86.0,3139.0,1019.6,8.8,11.0,70.0,0.0
109,18,45,2256,-0.19,16.1,97,12.0,0.0121,20.0,-0.297269,-78.461072,2485.0,2,96,29.0,5,7,0,0,14.1,17.4,0.0,86.0,4.0,0.0,86.0,3139.0,1019.6,8.8,11.0,70.0,0.0
110,18,45,2196,-0.24,16.5,97,12.1,0.0094,22.4,-0.29719,-78.461136,2485.0,2,94,29.0,5,7,0,0,14.1,17.4,0.0,86.0,4.0,0.0,86.0,3139.0,1019.6,8.8,13.0,70.0,0.0
111,18,45,2237,-0.24,21.2,97,12.1,0.0116,53.3,-0.297101,-78.461198,2485.0,2,94,29.0,5,7,0,0,14.1,17.4,0.0,86.0,4.0,0.0,86.0,3139.0,1019.6,8.8,12.0,70.0,0.0
112,18,46,2205,0.22,18.8,97,12.0,0.0105,33.3,-0.297021,-78.461258,2485.0,2,94,29.0,5,7,0,0,14.1,17.4,0.0,86.0,4.0,0.0,86.0,3139.0,1019.6,8.8,11.0,70.0,0.0
113,18,46,2237,0.24,20.8,97,12.0,0.0093999999999999,54.9,-0.296939,-78.461312,2485.0,2,94,29.0,5,7,0,0,14.1,17.4,0.0,86.0,4.0,0.0,86.0,3139.0,1019.6,8.8,11.0,70.0,0.0
114,18,48,2301,0.24,23.1,97,12.0,0.0126999999999999,58.0,-0.296849,-78.461366,2486.0,2,94,29.0,5,7,0,0,14.1,17.4,0.0,86.0,4.0,0.0,86.0,3139.0,1019.6,8.8,11.0,70.0,0.0
115,18,48,2291,0.0,16.5,97,12.0,0.0099,22.7,-0.296755,-78.461417,2485.0,2,94,29.0,5,7,0,0,14.1,17.4,0.0,86.0,4.0,0.0,86.0,3139.0,1019.6,8.8,11.0,70.0,0.0
